mac, ip
0c:77:1a:95:e5:73
d8:d1:cb:37:68:f5
00:24:36:f1:e3:b7
d8:c7:c8:c2:60:19
0c:3e:9f:6b:8a:da
60:c5:47:01:6e:68
a8:bb:cf:18:58:ae
80:ea:96:a4:d6:68
00:f4:b9:a3:a5:87
60:67:20:00:ce:82
b8:e8:56:0b:a9:1e
8c:a9:82:46:9f:b0
b8:e8:56:be:17:d4
7c:d1:c3:6e:bf:22
78:a3:e4:08:78:94
e8:92:a4:ec:d2:1a
bc:52:b7:a1:1e:0a
54:26:96:de:2e:fb
18:20:32:30:89:f3
ac:cf:5c:6a:18:3b
4c:8d:79:5b:56:3e
70:1a:04:d2:7d:c4
2c:b4:3a:76:7e:61
20:c9:d0:e9:d2:4e
c0:18:85:bb:76:eb
18:af:61:67:c9:6d
40:25:c2:86:96:f8
84:3a:4b:5b:c6:08
90:72:40:b6:56:ee
30:f7:c5:41:16:62
00:14:a5:40:50:ac
b4:b6:76:bd:de:ef
ac:81:12:33:3e:d6
a4:17:31:6f:e6:62
b8:e8:56:30:f7:68
1c:62:b8:aa:c7:90
60:fa:cd:31:94:61
a4:ee:57:2c:08:01
34:23:ba:34:bc:79
88:1f:a1:69:8b:85
60:45:bd:f5:24:ee
18:34:51:87:36:11
88:9b:39:66:2f:3a
e0:f5:c6:da:e4:14
34:c0:59:e9:cb:be
58:67:1a:fd:58:60
dc:a9:71:7e:59:d7
c4:85:08:11:4d:33
b0:65:bd:ba:b6:25
8c:3a:e3:18:37:51
84:38:35:60:cd:7e
7c:fa:df:0c:18:e9
b8:17:c2:1d:c8:92
c0:18:85:3f:d6:c7
ec:35:86:4d:b4:3e
8c:29:37:82:34:8a
d8:9e:3f:b3:35:b4
a8:88:08:08:dd:00
14:f4:2a:81:10:6e
88:1f:a1:13:e4:e0
18:9e:fc:cc:07:4c
88:1f:a1:19:5b:aa
c8:6f:1d:b9:05:1b
a8:bb:cf:04:e5:d8
4c:0b:3a:1a:8a:a6
2c:d0:5a:90:84:90
cc:3a:61:08:b5:f8
40:0e:85:15:74:e2
f8:27:93:51:d0:cb
5c:0a:5b:fa:52:7a
f4:1b:a1:d5:f4:f8
28:6a:ba:e6:46:39
94:94:26:e7:5c:ee
4c:8d:79:d1:90:f6
e0:c9:7a:13:ba:d1
c8:6f:1d:b5:f4:17
00:24:d2:db:a6:a5
38:0f:4a:4e:60:58
38:aa:3c:ee:50:e9
88:1f:a1:0f:be:fc
f0:d1:a9:92:2d:e1
90:18:7c:b2:65:08
84:00:d2:54:cb:87
10:ae:60:82:6b:2e
68:09:27:71:74:33
f0:dc:e2:5f:67:8a
64:20:0c:ba:36:31
e0:b9:ba:b3:ce:c9
a8:88:08:c2:a8:08
70:11:24:a3:1d:bd
00:22:5f:56:0d:db
f0:b4:79:18:39:a3
60:6c:66:da:e9:4f
2c:b4:3a:68:da:5c
6c:88:14:40:53:30
2c:59:e5:cd:3e:06
38:0f:4a:53:d3:4b
ac:72:89:87:82:d2
f0:cb:a1:66:cd:21
b8:e8:56:2a:5e:fa
b0:79:94:6c:09:04
18:20:32:e0:c1:c4
e0:f5:c6:0f:33:af
10:d5:42:71:3b:49
e0:f5:c6:7a:92:c3
98:b8:e3:74:3a:fe
c4:2c:03:e6:81:2b
74:e5:43:1a:b8:92
bc:3b:af:a2:5a:d5
bc:f5:ac:df:63:9e
34:23:ba:46:90:5e
cc:3a:61:c6:f3:02
c0:18:85:91:f1:0d
60:67:20:eb:89:10
24:fd:52:44:f1:8d
90:4c:e5:b3:c0:63
38:59:f9:80:85:d7
00:0b:6b:dc:8f:ce
a4:c3:61:3e:dd:ff
54:ea:a8:40:aa:15
7c:fa:df:f3:de:8c
64:20:0c:61:89:15
b0:9f:ba:22:8a:f6
c0:14:3d:d1:2f:39
e4:25:e7:83:d9:ef
40:f4:07:fa:01:1c
8c:70:5a:dd:87:78
68:5d:43:c6:9e:3b
ac:22:0b:63:82:07
8c:58:77:1a:97:de
20:7d:74:7f:67:f7
0c:3e:9f:43:10:88
a8:bb:cf:11:b0:46
f0:dc:e2:29:9a:4f
40:b3:95:28:ee:1c
c8:6f:1d:b4:15:a1
20:c9:d0:b9:e9:f1
20:c9:d0:bd:28:87
08:ed:b9:28:da:26
c0:d9:62:39:8d:08
f8:1e:df:e6:cc:61
00:66:4b:72:b0:cd
88:53:2e:84:ca:5b
b8:17:c2:2c:25:02
88:30:8a:19:5b:4c
00:21:5d:d1:c9:06
40:0e:85:0c:00:26
c0:63:94:88:17:bf
e0:c9:7a:20:25:80
00:f4:b9:3c:d8:5d
c4:43:8f:4d:25:ce
00:a0:96:ef:d4:91
00:24:36:b4:3d:cb
a4:ee:57:30:ac:64
68:a8:6d:9a:e9:29
f0:dc:e2:21:23:35
e0:f5:c6:4f:cf:d0
88:1f:a1:0d:16:7a
28:cf:e9:5e:38:55
18:03:73:33:0b:59
00:1f:3b:60:8d:f7
88:1f:a1:5c:97:89
c4:43:8f:c3:f7:45
1c:b0:94:76:45:f3
84:38:35:93:37:85
1c:65:9d:62:09:ae
20:c9:d0:b0:63:b3
e0:75:7d:0f:6b:a1
e0:c9:7a:e8:7e:57
38:48:4c:1c:17:1c
a8:86:dd:e9:b9:f1
20:c9:d0:72:11:d4
8c:29:37:15:db:89
f0:27:65:94:0a:db
c4:43:8f:4a:d7:0d
ac:7f:3e:3d:dc:a6
38:0f:4a:47:68:e2
a4:17:31:8d:b2:b5
bc:52:b7:cd:46:0d
18:9e:fc:d9:04:ed
54:26:96:57:84:11
40:b3:95:d5:23:66
f8:27:93:5f:00:f7
d0:22:be:68:7e:58
00:21:e9:e0:2f:b8
70:18:8b:78:23:39
60:fa:cd:2e:c2:de
00:0b:6b:dc:8f:23
34:c0:59:d0:c7:56
00:21:5c:15:9f:5d
84:51:81:f4:9f:3c
44:6d:57:72:01:cb
24:a2:e1:6b:dc:a0
68:a8:6d:e3:e3:bc
04:e5:36:4d:a7:a9
40:0e:85:01:47:ac
20:c9:d0:c0:f5:d1
8c:29:37:0f:9b:f4
2c:b4:3a:6e:70:da
74:e2:f5:b6:da:77
b8:17:c2:3f:48:d5
f4:1b:a1:a6:64:3e
28:cf:e9:4f:23:89
dc:86:d8:9a:a2:40
ac:fd:ec:33:aa:ec
58:67:1a:61:82:83
04:f7:e4:28:4f:2a
bc:52:b7:73:0e:e5
d8:c7:c8:ca:a5:6f
68:b5:99:36:c5:e0
5c:95:ae:24:bc:05
00:14:d1:60:98:57
9c:20:7b:50:bb:7d
64:20:0c:89:31:59
60:33:4b:71:d4:8c
a8:bb:cf:10:83:a0
18:20:32:9b:2f:34
14:99:e2:eb:60:41
24:ab:81:c1:19:ca
dc:85:de:8f:9f:b3
a4:17:31:4b:4d:9a
7c:fa:df:0a:8f:bb
0c:3e:9f:33:9e:78
84:38:35:d5:78:6e
00:26:bb:08:64:4d
10:ae:60:5d:5e:43
08:70:45:95:aa:a7
b0:9f:ba:04:3e:85
54:26:96:d7:cd:fd
a8:88:08:6e:25:23
a8:88:08:cb:5c:1f
e4:8b:7f:42:19:4c
00:25:00:e8:5e:49
38:aa:3c:1f:bc:4f
00:1a:ef:25:12:08
34:23:ba:39:e1:5e
08:d4:2b:17:c9:c6
f0:1c:13:48:1b:ff
00:0b:6b:dc:8f:12
d0:22:be:8e:2e:77
cc:08:e0:20:1b:76
74:2f:68:15:16:bf
70:11:24:a6:38:9b
84:38:35:97:2a:d4
bc:85:1f:03:cd:b6
f0:4f:7c:b5:41:87
00:0b:6b:dc:8d:a2
00:50:56:8d:3b:5f
00:24:8D:65:8E:B4
10:9A:DD:57:5E:33
5C:F9:DD:52:62:13
5C:96:9D:71:29:C5
84:8F:69:C8:24:A7
70:9E:29:25:D2:16
58:67:1a:1a:b6:85
00:25:d3:6f:f9:c7
20:c9:d0:89:06:01
c8:3a:35:cb:e5:28
88:53:2e:70:57:60
00:26:08:e7:fc:f1
c8:6f:1d:dd:52:6e
84:38:35:6c:b9:a5
84:38:35:df:54:0b
1c:ab:a7:2b:0a:03
bc:52:b7:6b:17:bb
7c:d1:c3:89:1c:c0
e0:b9:ba:86:61:af
c4:46:19:37:57:26
1c:4b:d6:c9:5e:88
f0:84:c9:e5:ba:10
3c:43:8e:77:73:b3
d8:d1:cb:a8:07:9c
90:72:40:7f:89:c3
dc:85:de:3d:a2:85
38:48:4c:c4:5a:6f
00:23:15:8e:9a:7c
18:af:61:03:d5:4a
e0:f8:47:eb:0f:67
a8:fa:d8:1b:d2:26
24:a2:e1:a6:4d:c5
b0:9f:ba:17:e8:44
e4:98:d6:2c:a1:b3
74:e1:b6:b2:8b:95
00:23:12:12:cb:3f
68:09:27:3e:41:71
bc:52:b7:83:f3:9b
4c:eb:42:3d:6b:02
7c:fa:df:e7:3e:11
0c:84:dc:49:6a:30
0c:3e:9f:41:0d:64
88:1f:a1:77:9c:93
00:1f:f3:be:a3:bb
54:ea:a8:85:f2:dd
84:fc:fe:ba:99:b9
8c:29:37:35:cd:da
88:32:9b:e0:08:e5
14:10:9f:ba:2e:90
68:96:7b:0c:d4:de
64:20:0c:5d:39:60
e4:98:d6:20:b9:21
54:26:96:2b:92:ab
08:70:45:9c:87:ff
6c:71:d9:33:f9:ff
b0:65:bd:09:87:46
70:56:81:bf:0a:27
78:a3:e4:43:21:1e
00:25:4b:95:78:3a
bc:92:6b:26:ae:2c
ac:72:89:7c:f7:4f
04:e5:36:62:cb:5a
f4:1b:a1:e0:ef:b9
c4:17:fe:7f:e7:04
18:af:61:62:21:05
d8:9d:67:b5:40:62
10:fe:ed:10:46:76
14:10:9f:e0:4f:0d
a4:c3:61:b7:c4:2b
b8:e8:56:ec:55:73
18:af:61:00:a4:6a
28:6a:ba:de:3c:9a
e8:99:c4:a6:f5:e2
a8:88:08:a9:77:9f
bc:92:6b:09:2e:65
1c:e6:2b:7a:eb:32
a8:88:08:2b:8e:ac
b8:3e:59:ef:11:17
e4:25:e7:d1:5d:91
24:ec:99:db:d7:f7
9c:b7:0d:7d:04:c5
08:11:96:22:42:10
b8:ff:61:4c:b3:f7
f0:b4:79:6a:a6:19
84:7a:88:65:4a:8e
c0:63:94:86:4a:1a
04:e5:36:a5:42:f1
ec:35:86:18:f5:a8
50:9f:27:84:04:f2
74:de:2b:80:32:a5
c0:63:94:b5:12:35
30:10:e4:25:de:dd
f8:1e:df:f0:ff:e0
20:c9:d0:78:4f:4d
e0:06:e6:c7:8c:c6
e0:75:7d:ab:6f:6f
88:1f:a1:1a:cb:34
00:04:f2:80:b8:91
68:17:29:0c:7c:e0
2c:b4:3a:64:83:1a
b0:79:94:b7:0a:31
a8:88:08:bc:50:f8
28:e0:2c:af:ad:2d
e4:ce:8f:44:12:3a
d8:d1:cb:ac:d8:e0
68:5d:43:1b:83:57
b8:e8:56:01:58:52
54:ea:a8:78:ca:1b
74:46:a0:6b:32:a5
e4:98:d6:20:55:dc
e8:8d:28:1f:4f:34
00:1d:4f:f7:2b:80
04:15:52:71:85:8d
68:5d:43:52:c0:8d
e8:8d:28:c6:90:ca
84:fc:fe:a4:53:28
60:36:dd:2c:a8:5d
b4:98:42:62:10:23
24:77:03:85:9d:8c
0c:30:21:12:c9:c8
38:0f:4a:55:ff:35
10:0b:a9:91:2f:50
04:15:52:ac:66:4f
a4:db:30:01:b1:7a
c8:6f:1d:bb:95:fe
98:fe:94:16:dd:0e
a8:bb:cf:18:5b:b4
88:32:9b:68:01:4c
cc:78:5f:f3:25:53
84:34:97:b1:bd:e3
f4:f1:5a:24:05:01
c0:63:94:36:88:fd
e4:ce:8f:2b:82:00
28:6a:ba:0b:1e:d7
c4:85:08:4f:15:d2
a4:67:06:0e:a9:f4
00:aa:70:d1:f9:88
88:53:95:cd:5b:da
e0:b9:ba:d9:0d:da
80:1f:02:b5:c3:82
8c:a9:82:99:b1:bb
64:20:0c:8a:af:54
24:a2:e1:69:cf:6f
94:94:26:91:a3:ad
24:fd:52:44:26:cd
8c:7c:92:0a:dd:c5
88:c6:63:94:ea:6f
6c:71:d9:5a:91:d3
cc:78:5f:46:de:93
a4:4e:31:24:4d:30
50:1a:c5:37:34:c2
0c:3e:9f:45:63:59
e4:8b:7f:80:a0:5f
ac:fd:ec:10:ea:08
68:09:27:75:73:79
bc:cf:cc:c9:35:70
54:26:96:38:ba:e9
34:23:87:69:ff:99
d8:30:62:4e:de:bb
10:1c:0c:23:be:82
a4:67:06:fd:22:9b
64:20:0c:de:db:b1
e0:f8:47:0c:4f:fa
74:e2:f5:40:c5:9e
98:fe:94:e7:5c:fe
a8:88:08:b3:2e:9d
60:36:dd:5f:4e:34
f0:d1:a9:77:58:aa
68:9c:70:e1:4d:0f
88:cb:87:06:3e:10
ac:fd:ec:6f:7f:64
8c:29:37:03:3c:3c
1c:e6:2b:5d:be:aa
14:10:9f:af:fd:aa
14:10:9f:d7:07:c5
3c:a9:f4:3d:81:90
9c:04:eb:78:6b:c3
c8:e0:eb:9b:87:d2
68:1c:a2:00:db:dd
84:38:35:98:00:14
60:fe:c5:02:3e:ed
1c:65:9d:7b:4d:07
74:46:a0:6a:7f:63
b8:e8:56:ab:79:14
e4:98:d6:31:f3:07
e4:98:d6:23:5d:79
b8:c7:5d:85:8f:06
9c:4e:36:18:0e:9c
84:3a:4b:8d:f8:80
20:7d:74:8d:07:9a
88:1f:a1:e6:b3:06
e0:f5:c6:c6:60:4b
88:53:95:74:c3:a1
5c:0a:5b:69:10:a1
c4:85:08:7c:b7:44
1c:99:4c:3b:51:49
7c:d1:c3:95:5b:2a
24:fd:52:5c:75:5a
b0:9f:ba:08:60:21
84:a6:c8:af:35:93
a8:86:dd:8d:8b:f8
18:af:61:01:33:6e
8c:29:37:1b:38:ae
88:53:2e:71:5b:01
b0:79:94:c2:d0:75
f8:27:93:32:81:62
60:33:4b:70:6e:de
64:66:b3:8a:a6:34
10:40:f3:50:6d:22
bc:67:78:19:f5:14
54:e4:3a:a3:b4:06
7c:d1:c3:76:7a:46
40:0e:85:30:0d:a2
e8:8d:28:f0:18:fa
00:bb:3a:82:dd:6f
78:a3:e4:c8:aa:3d
28:cf:e9:20:4a:59
84:38:35:d8:13:93
8c:29:37:30:e9:fa
b8:8d:12:27:b3:24
a8:fa:d8:17:78:16
90:27:e4:8a:f6:7f
b8:e8:56:ac:5c:7c
00:25:90:d7:c1:41
94:94:26:94:d6:d3
a8:88:08:2f:37:46
9c:04:eb:b0:8e:05
10:40:f3:66:c7:2e
7c:1e:52:54:34:eb
c8:6f:1d:4a:da:c6
24:ab:81:53:41:31
88:1f:a1:ad:30:d0
b4:b6:76:50:fc:21
54:ea:a8:7d:ac:de
00:26:ab:2a:b7:cd
00:26:ab:fa:d1:6e
88:1f:a1:ab:bb:60
54:26:96:89:f4:f4
4c:72:b9:4a:29:0b
28:cf:e9:a1:7b:2d
0:8:e3:ff:fc:4
0:25:64:f2:61:92
00:10:7f:1f:72:58
7c:d1:c3:ef:3b:5d
24:a2:e1:a3:38:3a
84:3a:4b:21:56:b6
a8:88:08:ac:04:9d
8c:29:37:36:13:dd
00:1a:70:38:b8:25
60:69:44:e6:2e:cd
60:d8:19:45:0d:29
0c:30:21:86:3b:e1
10:40:f3:25:f5:aa
08:11:96:36:91:3c
84:8e:0c:3f:33:8f
ac:81:12:8b:ed:22
dc:86:d8:9e:aa:ee
b0:e8:92:a6:4c:7f
84:38:35:d6:79:45
88:1f:a1:5c:94:67
e0:f5:c6:e1:da:6a
8c:58:77:1e:95:58
1c:e6:2b:78:43:1a
e0:cb:1d:be:f8:3b
b4:f0:ab:3d:bc:48
64:20:0c:b7:c6:19
74:e1:b6:99:56:6c
9c:e6:35:f7:22:a3
e0:f5:c6:83:86:4c
a4:ee:57:2a:ed:51
24:fd:52:5c:09:40
7c:d1:c3:90:37:ae
50:b7:c3:af:3f:a2
e4:ce:8f:35:4a:0c
b0:9f:ba:47:19:68
78:6c:1c:c6:0e:5a
40:b3:95:21:b6:ab
18:9e:fc:d3:46:5b
14:10:9f:c2:8c:4d
f8:27:93:5b:7a:14
b8:e8:56:1d:72:18
68:9c:70:70:30:4b
e4:98:d6:4c:ca:46
2c:b4:3a:64:5b:0a
b8:76:3f:25:2f:f2
9c:4e:36:8a:46:04
bc:3b:af:3b:97:20
a8:fa:d8:1c:1f:52
4c:8d:79:db:ed:bc
4c:80:93:7e:82:59
08:ed:b9:0c:a8:33
b4:f0:ab:40:4e:06
b0:48:7a:94:a6:56
18:34:51:21:43:d7
30:f7:c5:a2:0f:b0
00:88:65:53:d3:1d
38:0f:4a:38:39:71
00:23:15:27:d1:b8
24:ec:99:93:3c:08
b4:b6:76:b6:66:b5
dc:9b:9c:18:4b:97
74:e5:0b:ee:27:2c
78:52:1a:77:98:8f
a4:c3:61:32:7f:2f
20:16:d8:05:25:ec
28:cf:e9:1e:45:4d
08:70:45:9e:54:b2
f4:b7:e2:c4:d5:f5
64:20:0c:04:c9:b0
10:40:f3:73:03:0c
f8:1e:df:d7:c2:df
34:23:ba:25:dc:31
9c:20:7b:03:97:c3
e4:d5:3d:8b:f3:bc
04:f7:e4:09:51:2b
8c:58:77:81:76:29
f0:6b:ca:49:6d:41
24:fd:52:8f:64:34
0c:30:21:85:18:96
b4:f0:ab:9c:8a:79
8c:58:77:83:e5:7c
28:cf:e9:62:1e:25
74:e5:43:7d:57:bc
b0:9f:ba:14:a9:d9
7c:d1:c3:82:52:44
e4:92:fb:8d:a4:75
c0:63:94:4f:fd:3a
20:c9:d0:6c:55:dd
c4:85:08:fb:f8:6a
f8:f1:b6:18:42:5c
80:96:b1:b5:ee:67
7c:d1:c3:4d:9c:d5
7c:11:be:4e:52:46
ac:fd:ec:45:27:1e
10:0b:a9:68:ab:8c
58:b0:35:7f:41:89
68:09:27:6a:14:48
88:53:95:25:67:2b
64:20:0c:b9:2a:b5
28:cf:da:e4:fe:6a
60:33:4b:73:1b:26
40:b3:95:cf:a6:83
74:e1:b6:52:ea:e2
24:77:03:c1:94:3c
00:20:00:b6:dc:62
74:2f:68:14:fa:13
08:9E:01:56:88:F8
68:17:29:34:17:0f
30:10:e4:4f:d9:f3
6c:3b:e5:4d:6e:42
c8:bc:c8:43:9b:2a
ac:3c:0b:01:2e:4b
84:38:35:93:87:a6
68:17:29:55:6b:d5
98:0c:82:4b:be:af
40:b3:95:20:53:ef
5c:0a:5b:19:95:ad
b4:f0:ab:62:26:be
28:37:37:96:7b:27
68:09:27:78:81:4c
24:a2:e1:d0:18:1c
90:b1:1c:6c:8e:97
88:12:4e:04:e4:62
34:23:ba:43:3c:f0
54:26:96:ce:c2:1b
88:1f:a1:20:e9:4e
84:4b:f5:c9:1e:93
4c:eb:42:24:7a:5c
a0:88:b4:ad:36:fc
d8:d1:cb:83:c1:86
dc:9b:9c:36:f6:ad
60:45:bd:71:3e:a4
10:0b:a9:f2:df:58
24:a2:e1:a6:ec:7a
00:aa:70:d1:6b:a6
bc:92:6b:62:91:ed
18:af:61:ba:d8:c6
68:96:7b:3d:03:42
f0:7b:cb:09:aa:bb
04:0c:ce:1f:53:08
a4:17:31:e0:24:61
8c:58:77:d0:7c:c6
5c:f9:38:4c:7b:7b
